,Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
223,Ever After: A Cinderella Story,"Comedy, Drama, Romance",121,1998,"The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.",65871,65.71,7.0,66.0
224,13 Going on 30,"Comedy, Fantasy, Romance",98,2004,"A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.",153684,57.23,6.1,57.0
225,Vampire in Brooklyn,"Comedy, Fantasy, Horror",100,1995,"A ship sails into Brooklyn with all its crew dead. But something gets off and the killing continues on land. The vampire is looking for a specific woman - half-human, half-vampire. Rita's the cop detective investigating the many killings.",20325,19.75,4.6,27.0
227,How to Be Single,"Comedy, Drama, Romance",110,2016,A group of young adults navigate love and relationships in New York City.,76005,46.84,6.1,51.0
228,Book Club,"Comedy, Drama, Romance",104,2018,Four lifelong friends have their lives forever changed after reading 50 Shades of Grey in their monthly book club.,21035,68.57,6.1,53.0
230,The Terminal,"Comedy, Drama, Romance",128,2004,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",374078,77.87,7.3,55.0
232,Empire Records,"Comedy, Drama, Music",90,1995,24 hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.,46440,0.30,6.7,30.0
235,Home Again,"Comedy, Drama, Romance",97,2017,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,24282,27.02,5.8,41.0
237,I Feel Pretty,"Comedy, Romance",110,2018,"A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",42564,48.80,5.5,48.0
238,George of the Jungle,"Action, Adventure, Comedy",92,1997,A man raised in the jungle by apes falls in love with a wealthy American heiress.,66801,105.26,5.4,53.0
239,Sex Tape,"Comedy, Romance",94,2014,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",102270,38.54,5.1,36.0
240,The Sapphires,"Biography, Comedy, Drama",103,2012,"It's 1968, and four young, talented Australian Aboriginal girls learn about love, friendship and war when their all-girl group The Sapphires entertain the US troops in Vietnam.",12373,2.45,7.0,67.0
242,The Nutty Professor,"Comedy, Romance, Sci-Fi",95,1996,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,103635,128.81,5.6,62.0
243,27 Dresses,"Comedy, Romance",111,2008,"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",147023,76.81,6.1,47.0
244,The Ugly Truth,"Comedy, Romance",96,2009,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,193409,88.92,6.4,28.0
245,Paterson,"Comedy, Drama, Romance",118,2016,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",58286,2.14,7.4,90.0
247,Shakespeare in Love,"Comedy, Drama, History",123,1998,"A young Shakespeare, out of ideas and short of cash, meets his ideal woman and is inspired to write one of his most famous plays.",204136,100.32,7.1,87.0
248,Splash,"Comedy, Fantasy, Romance",111,1984,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",64574,62.10,6.2,71.0
251,Be Cool,"Comedy, Crime, Drama",118,2005,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.",65341,56.05,5.6,37.0
252,Overboard,"Comedy, Romance",106,1987,"A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.",48846,26.71,6.9,53.0
254,Click,"Comedy, Drama, Fantasy",107,2006,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,288555,137.36,6.4,45.0
255,John Tucker Must Die,"Comedy, Romance",89,2006,Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,76388,41.01,5.7,41.0
256,She's the Man,"Comedy, Romance, Sport",105,2006,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.",139140,2.34,6.3,45.0
257,A Cinderella Story,"Comedy, Family, Romance",95,2004,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",76391,51.44,5.9,25.0
259,Tootsie,"Comedy, Drama, Romance",116,1982,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",91147,177.20,7.4,88.0
260,Steel Magnolias,"Comedy, Drama, Romance",117,1989,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold.",43121,83.76,7.3,56.0
261,The Wedding Singer,"Comedy, Music, Romance",100,1998,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",127119,80.25,6.8,59.0
262,Rumor Has It...,"Comedy, Drama, Romance",97,2005,"Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event.",49975,43.00,5.5,35.0
263,Rock of Ages,"Comedy, Drama, Musical",123,2012,A small town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.,70804,38.52,5.9,47.0
264,The Duff,"Comedy, Romance",101,2015,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",77071,34.02,6.5,56.0
267,Grease 2,"Comedy, Drama, Musical",115,1982,An English student at a 1960s American high school has to prove himself to the leader of a girls' gang whose members can only date greasers.,30935,15.17,4.4,52.0
268,It's Kind of a Funny Story,"Comedy, Drama, Romance",101,2010,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,128058,6.35,7.1,63.0
269,Risky Business,"Comedy, Crime, Drama",99,1983,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",75275,63.50,6.8,75.0
271,Norbit,"Comedy, Romance",102,2007,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",64328,95.67,4.0,27.0
273,High Fidelity,"Comedy, Drama, Music",113,2000,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",160315,27.28,7.5,79.0
274,Me and Earl and the Dying Girl,"Comedy, Drama, Romance",105,2015,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",115232,6.74,7.7,74.0
277,Sleepless in Seattle,"Comedy, Drama, Romance",105,1993,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,148133,126.53,6.8,72.0
279,Frances Ha,"Comedy, Drama, Romance",86,2012,"A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",62177,4.06,7.4,82.0
280,Stranger Than Fiction,"Comedy, Drama, Fantasy",113,2006,"An I.R.S. auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",210025,40.14,7.6,67.0
281,Four Christmases,"Comedy, Drama, Romance",88,2008,A couple struggles to visit all four of their divorced parents on Christmas.,58928,120.15,5.6,41.0
282,Election,"Comedy, Drama, Romance",103,1999,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.",84544,14.88,7.2,83.0
283,The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure, Comedy, Romance",103,1984,"Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth.",22524,6.25,6.3,70.0
284,My Best Friend's Wedding,"Comedy, Drama, Romance",105,1997,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",120184,127.12,6.3,50.0
286,Punch-Drunk Love,"Comedy, Drama, Romance",95,2002,"A psychologically troubled novelty supplier is nudged towards a romance with an English woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding.",136110,17.84,7.3,78.0
287,This Beautiful Fantastic,"Comedy, Drama, Fantasy",100,2016,"A young woman who dreams of being a children's author makes an unlikely friendship with a cantankerous, rich old widower.",7288,0.04,6.9,51.0
291,This Is 40,"Comedy, Romance",134,2012,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",120537,67.54,6.2,59.0
292,Mannequin,"Comedy, Fantasy, Romance",90,1987,"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",27265,42.72,5.9,21.0
293,What to Expect When You're Expecting,"Comedy, Drama, Romance",110,2012,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.",66852,41.15,5.7,41.0
294,The Family Stone,"Comedy, Drama, Romance",103,2005,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",57204,60.06,6.3,56.0
295,Yes Man,"Comedy, Romance",104,2008,"A man challenges himself to say ""yes"" to everything for an entire year.",315760,97.69,6.8,46.0
