Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
While You Were Sleeping,"
Comedy, Drama, Romance            ",103 min,(1995),"
    A hopeless romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.","85,710",$81.06M,6.7,67        
Serendipity,"
Comedy, Romance            ",90 min,(2001),"
    A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.","99,193",$50.29M,6.9,52        
Home for the Holidays,"
Comedy, Drama, Romance            ",103 min,(1995),"
    After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.","10,935",$17.52M,6.6,56        
Meet the Fockers,"
Comedy, Romance            ",115 min,(2004),"
    All hell breaks loose when the Byrnes family meets the Focker family for the first time.","241,335",$279.26M,6.3,41        
Steins;Gate,"
Animation, Comedy, Drama            ",24 min,(2011–2015),"
    After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.","35,306",,8.8,
The Carrie Diaries,"
Comedy, Romance            ",42 min,(2013–2014),"
    Carrie Bradshaw is in her junior year of high school in the early 1980s. She asks her first questions about love, sex, friendship and family while navigating the worlds of high school and Manhattan.","24,985",,7.0,
The Sisterhood of the Traveling Pants,"
Comedy, Drama, Romance            ",119 min,(2005),"
    Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.","51,700",$39.01M,6.5,66        
Dharma & Greg,"
Comedy, Romance            ",30 min,(1997–2002),"
    A free spirited yoga instructor finds true love in a conservative lawyer and they got married on the first date. Though they are polar opposites; her need of stability is fulfilled with him, his need of optimism is fulfilled with her.","27,175",,6.3,
What If,"
Comedy, Romance            ",98 min,(I) (2013),"
    Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.","65,782",$3.45M,6.8,59        
A Very Merry Mix-Up,"
Comedy, Drama, Family            ",87 min,(2013 TV Movie),"
    Shop owner Alice Chapman is nervous about meeting her future in-laws at Christmas, especially because she is arriving ahead of her new fiancé, Will Mitchum. Alice's trip becomes more ...                ","2,738",,6.9,
Flames,"
Comedy, Drama, Romance            ",20 min,(2018– ),"
    A teenage romance from The Timeliners that aims straight from the heart. This web-series is the story of a young romance unfolding as a chemical reaction.","15,714",,9.3,
In Good Company,"
Comedy, Drama, Romance            ",109 min,(2004),"
    A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.","52,233",$45.49M,6.4,66        
Marry Me,"
Comedy, Romance            ",,(2020),"
    A pop superstar is jilted by her rock-star fiancé moments before their wedding at Madison Square Garden, so she marries a random guy from the crowd instead.",,,,
Lars and the Real Girl,"
Comedy, Drama, Romance            ",106 min,(2007),"
    A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.","132,934",$5.97M,7.3,70        
Mystic Pizza,"
Comedy, Drama, Romance            ",104 min,(1988),"
    Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.","22,981",$12.79M,6.2,60        
Lucas,"
Comedy, Drama, Romance            ",100 min,(1986),"
    A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other.","13,719",$8.20M,6.9,75        
The Secret of My Success,"
Comedy, Romance            ",111 min,(1987),"
    A talented young man can't get an executive position without rising through the ranks, so he comes up with a shortcut, which also benefits his love life.","27,520",$67.00M,6.5,36        
Angel on My Shoulder,"
Adventure, Comedy, Fantasy            ",100 min,(1946),"
    The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.","2,218",,6.8,
Zero,"
Comedy, Drama, Romance            ",164 min,(III) (2018),"
    The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.","21,459",,5.5,
The Kissing Booth 2,"
Comedy, Romance            ",,(2020),"
    Following the love adventures of Elle, Noah, and Lee.",,,,
Chungking Express,"
Comedy, Crime, Drama            ",102 min,(1994),"
    Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.","54,900",$0.60M,8.1,77        
Sabrina,"
Comedy, Drama, Romance            ",127 min,(1995),"
    An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.","34,524",$53.67M,6.3,56        
Robin Hood,"
Animation, Adventure, Comedy            ",83 min,(1973),"
    The story of the legendary outlaw is portrayed with the characters as humanoid animals.","106,527",$32.06M,7.6,57        
Manifest Destiny Down: Spacetime,"
Comedy, Musical, Romance            ",,(2019),"
    In this absurdist satire, an awkward OCD physics genius and a hot ex-Catholic sorority girl wake up after blacking out Halloween night to discover they missed the evacuation of Earth. A ...                ",48,,3.4,
Summer '03,"
Comedy, Drama, Romance            ",95 min,(2018),"
    A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.","1,900",$17.52M,5.4,45        
Ghost Town,"
Comedy, Drama, Fantasy            ",102 min,(I) (2008),"
    Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.","66,657",$13.21M,6.7,72        
Teen Witch,"
Comedy, Fantasy, Romance            ",90 min,(1989),"
    High school misfit Louise, at a loss for romance, discovers magical abilities, but the teenage witch finds that she cannot conjure herself true love, so what?","7,726",$0.03M,6.1,46        
The Break-Up,"
Comedy, Drama, Romance            ",106 min,(2006),"
    In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.","119,151",$118.70M,5.8,45        
The Nine Lives of Christmas,"
Comedy, Drama, Romance            ",86 min,(2014 TV Movie),"
    After a stray cat adopts Zachary, he meets Marilee and realizes the single life is not as fulfilling as he thought it was.","2,602",,7.2,
The Heartbreak Kid,"
Comedy, Romance            ",116 min,(2007),"
    A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.","81,238",$36.79M,5.8,46        
Van Wilder: Party Liaison,"
Comedy, Romance            ",92 min,(2002),"
    The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.","99,575",$21.01M,6.4,26        
Unaccompanied Minors,"
Adventure, Comedy, Family            ",90 min,(2006),"
    A group of unaccompanied minors bond while snowed in at the midwestern Hoover International Airport during the holiday season and ultimately create a makeshift holiday themselves.","9,801",$16.65M,5.3,43        
Damsel,"
Adventure, Comedy, Crime            ",113 min,(I) (2018),"
    It's the Wild West, circa 1870. Samuel Alabaster, an affluent pioneer, ventures across the American frontier to marry the love of his life, Penelope. As his group traverses the west, the once-simple journey grows treacherous, blurring the lines between hero, villain and damsel.","2,716",$0.31M,5.5,63        
The Family Man,"
Comedy, Drama, Fantasy            ",125 min,(2000),"
    A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.","98,179",$75.79M,6.8,42        
Pushing Daisies,"
Comedy, Drama, Fantasy            ",44 min,(2007–2009),"
    A pie-maker, with the power to bring dead people back to life, solves murder mysteries with his alive-again childhood sweetheart, a cynical private investigator, and a lovesick waitress.","51,760",,8.3,
Kim Possible,"
Animation, Action, Adventure            ",30 min,(2002–2007),"
    A high school cheerleader and her accident-prone best friend balance their duties as global crime-fighters with the typical challenges of adolescence.","21,254",,7.2,
A Good Year,"
Comedy, Drama, Romance            ",117 min,(2006),"
    A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.","83,799",$7.46M,7.0,47        
Martin,"
Comedy, Drama, Romance            ",30 min,(1992–1997),"
    Sassy sitcom centering on radio and television personality Martin Payne. Series focuses on his romantic relationship with girlfriend Gina, her best friend Pam and escapades with best friends Tommy and Cole.","6,905",,7.4,
Matchmaker Santa,"
Comedy, Drama, Romance            ",75 min,(2012 TV Movie),"
    As a little girl, Melanie Hogan (Lacey Chabert) wished to find her own Prince Charming, just like her parents found true love. Now an adult, Melanie is running her own bakery and dating a ...                ","1,872",,6.7,
The Big Wedding,"
Comedy, Drama, Romance            ",89 min,(2013),"
    A long-divorced couple fakes being married as their family unites for a wedding.","45,008",$21.78M,5.6,28        
Nobody's Fool,"
Comedy, Drama, Romance            ",110 min,(2018),"
    A woman is released from prison and reunites with her sister. She soon discovers that her sister is in an online relationship with a man who may not be what he seems.","4,576",$31.71M,4.7,39        
MacGruber,"
Action, Comedy, Romance            ",90 min,(2010),"
    Former special operative MacGruber is called back into action to take down his arch-enemy, Dieter Von Cunth, who's in possession of a nuclear warhead and bent on destroying Washington, D.C.","40,532",$8.46M,5.5,43        
Mr. Deeds,"
Comedy, Romance            ",96 min,(2002),"
    A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.","129,327",$126.29M,5.8,24        
Santa Girl,"
Comedy, Romance            ",90 min,(2019),"
    Santa's daughter gets a chance to attend college for one semester in the 'real' world before heading back to the North Pole to fulfill her duties under her father.",209,,5.2,
Cocktail,"
Comedy, Drama, Romance            ",104 min,(1988),"
    A talented New York City bartender takes a job at a bar in Jamaica and falls in love.","75,343",$78.22M,5.9,12        
The Wedding Date,"
Comedy, Romance            ",90 min,(2005),"
    Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.","45,989",$31.73M,6.2,32        
Playing It Cool,"
Comedy, Romance            ",94 min,(2014),"
    Unrequited love motivates a guy to write about his experiences.","23,882",,6.0,30        
The Road to El Dorado,"
Animation, Adventure, Comedy            ",89 min,(2000),"
    Two swindlers get their hands on a map to the fabled city of gold, El Dorado.","77,292",$50.86M,6.9,51        
The Parent Trap,"
Comedy, Family, Romance            ",129 min,(1961),"
    Teenage twin sisters swap places and scheme to reunite their divorced parents.","17,356",,7.1,73        
Miracle Workers,"
Comedy, Drama, Fantasy            ",30 min,(2019– ),"
    A comedy set in the offices of Heaven Inc. When God plans to destroy the Earth, two low-level angels must convince their boss to save humanity. They bet him they can pull off their most impossible miracle yet: help two humans fall in love.","4,833",,6.9,
Killers,"
Action, Comedy, Romance            ",100 min,(2010),"
    A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple..","83,441",$47.06M,5.4,21        
The Pink Panther,"
Comedy, Crime, Romance            ",115 min,(1963),"
    The bumbling Inspector Clouseau travels to Rome to catch a notorious jewel thief known as ""The Phantom"" before he conducts his most daring heist yet: a princess' priceless diamond with one slight imperfection, known as ""The Pink Panther"".","45,351",$10.88M,7.1,55        
Last Tango in Halifax,"
Comedy, Drama, Romance            ",60 min,(2012–2020),"
    Re-united after 50+ years apart, Celia and Alan decide to marry. At age 16, Alan's late wife failed to pass on a letter from Celia, his longtime crush, with an apology for missing their first date and her forwarding address. Both now have daughters with lover troubles.","4,125",,8.3,
Cousins,"
Comedy, Drama, Romance            ",83 min,(2019),"
    Young Lucas lives with his religious aunt in a quiet country town. But this little agitated life is with the days counted when the charitable aunt announces the arrival of another nephew Mario, just out of jail.",247,,6.5,
Hairspray,"
Comedy, Drama, Family            ",92 min,(1988),"
    A 'pleasantly plump' teenager teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.","18,800",$6.67M,6.9,77        
Bride Wars,"
Comedy, Romance            ",89 min,(2009),"
    Two best friends become rivals when they schedule their respective weddings on the same day.","95,997",$58.72M,5.5,24        
Ibiza,"
Comedy, Romance            ",94 min,(2018),"
    A young American woman and her two best friends seek out a hot DJ in Spain.","13,670",,5.2,56        
What a Girl Wants,"
Comedy, Drama, Family            ",105 min,(2003),"
    An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.","56,028",$35.99M,5.8,41        
Get Over It,"
Comedy, Romance            ",87 min,(2001),"
    A high school senior's girlfriend breaks up with him. His friends try to make him think of something else. His friend's sister Kelly helps him with the school musical. Spending time with Kelly has an effect.","17,282",$11.56M,5.7,52        
Robin Hood,"
Action, Adventure, Comedy            ",60 min,(2006– ),"
    After 5 years of fighting in the crusades, Robin returns to England and leads a band of outlaws to outwit the Sheriff of Nottingham.","15,162",,7.5,
Dirty Love,"
Comedy, Romance            ",91 min,(2005),"
    A jilted photographer sets off on a mission to get back at her philandering model boyfriend and along the way discovers that not all love is created equal.","6,659",$0.06M,3.6,9        
State of the Union,"
Short, Comedy, Drama            ",10 min,(2019– ),"
    State of the Union follows Louise and Tom who meet in a pub immediately before their weekly marital therapy session. Each episode pieces together how their lives were, what drew them together, and what has started to pull them apart.","1,929",,7.9,
Odd Thomas,"
Comedy, Fantasy, Horror            ",97 min,(2013),"
    In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.","44,659",,6.8,45        
Dan in Real Life,"
Comedy, Drama, Romance            ",98 min,(I) (2007),"
    A widower finds out the woman he fell in love with is his brother's girlfriend.","94,658",$47.64M,6.7,65        
Sleepover,"
Comedy, Family, Romance            ",89 min,(2004),"
    Four best friends, desperate to improve their social status, enter into an all-night scavenger hunt against the popular clique in their school.","14,585",$9.44M,5.3,33        
Earth Girls Are Easy,"
Comedy, Musical, Romance            ",100 min,(1988),"
    A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.","19,008",$3.92M,5.3,66        
Much Ado About Nothing,"
Comedy, Drama, Romance            ",111 min,(1993),"
    Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.","42,948",$22.55M,7.3,
Time Freak,"
Comedy, Drama, Romance            ",104 min,(2018),"
    A genius teenage boy is in love with a girl who breaks up after a year. He invents a time-machine and tries to fix the break-up repeatedly. He finally goes a year back with his friend/advisor to fix the bad days.","4,484",,5.8,
A Bride for Christmas,"
Comedy, Romance            ",84 min,(2012 TV Movie),"
    A single man tries to win a bet by getting a woman recovering from a broken engagement to marry him by Christmas.","3,041",,6.6,
Elizabethtown,"
Comedy, Drama, Romance            ",123 min,(2005),"
    During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess.","65,053",$26.84M,6.4,45        
How to Sell Drugs Online (Fast),"
Comedy, Crime, Drama            ",30 min,(2019– ),"
    To win back the love of his life, a high school student and his best friend launch Europe's largest online drug business from their teenage bedroom.","10,193",,8.0,
First Love,"
Comedy, Crime, Romance            ",108 min,(2019),"
    A young boxer and a call girl get caught up in a drug-smuggling scheme over the course of one night in Tokyo.",804,,7.2,76        
Along Came Polly,"
Comedy, Romance            ",90 min,(2004),"
    A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.","120,161",$88.10M,5.9,44        
Paint Your Wagon,"
Comedy, Drama, Musical            ",164 min,(1969),"
    Two unlikely prospector partners share the same wife in a California gold rush mining town.","11,327",$31.68M,6.6,50        
Hitchcock,"
Biography, Comedy, Drama            ",98 min,(2012),"
    The relationship between ","69,145",$6.01M,6.8,55        
Sherlock Gnomes,"
Animation, Adventure, Comedy            ",86 min,(2018),"
    Garden gnomes, Gnomeo and Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.","8,703",$43.24M,5.1,36        
Meet the Parents,"
Comedy, Romance            ",108 min,(2000),"
    Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.","296,762",$166.24M,7.0,73        
Hair,"
Comedy, Drama, Musical            ",121 min,(1979),"
    Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside.","32,920",$15.28M,7.6,68        
Soap,"
Comedy, Drama, Romance            ",30 min,(1977–1981),"
    The soap-operish antics of two families: the Campbells and the Tates.","5,477",,8.1,
Scrooged,"
Comedy, Drama, Fantasy            ",101 min,(1988),"
    A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve.","78,616",$60.33M,7.0,38        
Confessions of a Dangerous Mind,"
Biography, Comedy, Crime            ",113 min,(2002),"
    An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman.","80,048",$16.00M,7.0,67        
Just One of the Guys,"
Comedy, Romance            ",100 min,(1985),"
    Terry feels discriminated against when the summer jobs at Sun Tribune go to 2 guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".","12,740",$11.50M,6.5,57        
Manhattan,"
Comedy, Drama, Romance            ",96 min,(1979),"
    The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.","123,882",$45.70M,7.9,83        
The Rules of Attraction,"
Comedy, Drama, Romance            ",110 min,(2002),"
    The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.","48,062",$6.53M,6.7,50        
Stuck in Love.,"
Comedy, Drama, Romance            ",97 min,(2012),"
    An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.","79,862",$0.08M,7.2,49        
The Woman in Red,"
Comedy, Romance            ",87 min,(1984),"
    On his way to work, Teddy spots Charlotte, an incredibly beautiful Woman in Red. He really wants to meet her, but what would his wife say?","12,912",$25.30M,5.9,55        
The First Time,"
Comedy, Drama, Romance            ",95 min,(I) (2012),"
    A shy senior and a down-to-earth junior fall in love over one weekend.","63,508",$0.02M,6.8,55        
Bend It Like Beckham,"
Comedy, Drama, Romance            ",112 min,(2002),"
    The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.","100,403",$32.54M,6.6,66        
City Lights,"
Comedy, Drama, Romance            ",87 min,(1931),"
    With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","152,522",$0.02M,8.5,99        
Junior,"
Comedy, Romance, Sci-Fi            ",109 min,(1994),"
    As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.","61,943",$36.76M,4.6,59        
Going the Distance,"
Comedy, Romance            ",102 min,(2010),"
    A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.","54,985",$17.80M,6.3,51        
"Mektoub, My Love: Canto Uno","
Comedy, Romance            ",181 min,(2017),"
    A teen boy comes back to his hometown during summer vacation in search for love (in 1994).","2,105",,6.5,59        
Summer School,"
Comedy, Romance            ",97 min,(1987),"
    Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.","16,024",$35.66M,6.6,27        
A Man Called Ove,"
Comedy, Drama, Romance            ",116 min,(2015),"
    Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","41,138",$3.36M,7.7,70        
Man Up,"
Comedy, Drama, Romance            ",88 min,(I) (2015),"
    A single woman takes the place of a stranger's blind date, which leads to her finding the perfect boyfriend.","45,671",,6.8,69        
Charade,"
Comedy, Mystery, Romance            ",113 min,(1963),"
    Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?","61,871",$13.47M,7.9,83        
Tammy,"
Comedy, Romance            ",97 min,(2014),"
    After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.","45,278",$84.53M,4.9,39        
Frivolous Lola,"
Comedy, Romance            ",105 min,(1998),"
    Set in the 1950s Italian countryside, the film tells the story of Lola and Masetto, a young couple whose views on premarital sex differ drastically.","2,857",,5.2,
What's Your Number?,"
Comedy, Romance            ",106 min,(2011),"
    A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.","69,033",$14.01M,6.1,35        
The Object of My Affection,"
Comedy, Drama, Romance            ",111 min,(1998),"
    A pregnant New York City social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.","17,879",$29.11M,6.0,51        
Duck Butter,"
Comedy, Drama, Romance            ",93 min,(2018),"
    Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","2,220",$0.01M,5.3,58        
The Ghost and Mr. Chicken,"
Comedy, Family, Mystery            ",90 min,(1966),"
    Luther Heggs aspires to be a reporter for his small town newspaper, the Rachel Courier Express. He gets his big break when the editor asks him to spend the night at the Simmons mansion that...                ","5,362",,7.3,
The Lizzie McGuire Movie,"
Adventure, Comedy, Family            ",94 min,(2003),"
    Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.","33,684",$42.67M,5.5,56        
Valley Girl,"
Comedy, Romance            ",99 min,(1983),"
    Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.","12,077",$16.80M,6.4,66        
The Mexican,"
Adventure, Comedy, Crime            ",123 min,(2001),"
    A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways.","98,632",$66.81M,6.1,43        
Breaking Away,"
Comedy, Drama, Romance            ",101 min,(1979),"
    A small-town boy obsessed with the Italian cycling team vies for the affections of a college girl.","20,465",$16.42M,7.7,91        
Laal Singh Chaddha,"
Comedy, Drama, Romance            ",,(2020),"
    Story of a man with low IQ.",,,,
Chasing Liberty,"
Comedy, Romance            ",111 min,(2004),"
    Anna wants to be like other girls her age (18): date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.","34,787",$12.19M,6.1,46        
Coupling,"
Comedy, Romance            ",30 min,(2000–2004),"
    Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.","40,857",,8.5,
Melissa & Joey,"
Comedy, Romance            ",30 min,(2010–2015),"
    After a family scandal leaves Mel, a local politician, alone with her niece and nephew, she hires a man named Joe to become the family's male nanny, or ""manny"".","16,948",,7.0,
Casanova,"
Adventure, Comedy, Drama            ",112 min,(2005),"
    The fabled romantic ","50,048",$11.29M,6.5,57        
Cold Feet,"
Comedy, Drama, Romance            ",45 min,(1997– ),"
    The show follows the lives of 30-something couples Adam and Rachel, Pete and Jenny, David and Karen as they navigate love and life in Manchester.","3,476",,8.2,
Heartbreakers,"
Comedy, Crime, Romance            ",123 min,(2001),"
    A mother and daughter con team seduce and scam wealthy men.","49,296",$40.34M,6.2,47        
Anger Management,"
Comedy, Romance            ",22 min,(2012–2014),"
    Divorced former baseball player Charlie Goodson is now an anger management therapist. He has a teenage daughter with obsessive-compulsive disorder and he has a purely sexual relationship ...                ","29,177",,6.6,
Mortdecai,"
Action, Comedy, Crime            ",107 min,(2015),"
    Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.","62,673",$7.61M,5.5,27        
When in Rome,"
Comedy, Romance            ",91 min,(2010),"
    Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.","58,039",$32.67M,5.6,25        
One Crazy Summer,"
Comedy, Romance            ",93 min,(1986),"
    An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.","13,072",$13.43M,6.5,47        
Table 19,"
Comedy, Drama, Romance            ",87 min,(2017),"
    Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.","23,793",$3.61M,5.8,40        
Non-Fiction,"
Comedy, Drama, Romance            ",108 min,(2018),"
    Set in the Parisian publishing world, an editor and an author find themselves in over their heads, as they cope with a middle-age crisis, the changing industry and their wives.","2,771",$0.70M,6.6,79        
No Reservations,"
Comedy, Drama, Romance            ",104 min,(2007),"
    The life of a top chef changes when she becomes the guardian of her young niece.","67,527",$43.11M,6.3,50        
Naked,"
Comedy, Fantasy, Romance            ",96 min,(I) (2017),"
    Nervous about finally getting married, a guy is forced to relive the same nerve-wracking hours over and over again until he gets things right on his wedding day.","15,190",,5.4,36        
House Party,"
Comedy, Music, Romance            ",100 min,(1990),"
    Kid decides to go to his friend Play's house party, but neither of them can predict what's in store for them on what could be the wildest night of their lives.","12,158",$26.39M,6.4,76        
My Mad Fat Diary,"
Comedy, Drama, Romance            ",47 min,(2013–2015),"
    Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl, Rae, who spent four months in a psychiatric hospital for attempted suicide. After ...                ","14,161",,8.4,
Father of the Bride,"
Comedy, Family, Romance            ",105 min,(1991),"
    With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.","64,383",$89.33M,6.5,51        
Kiralik Ask,"
Comedy, Romance            ",120 min,(2015–2017),"
    When Defne's brother gets into debt and is held captive, Defne is forced to accept an offer in exchange for the money. She has to make omer, a wealthy shoe designer who owns a company, fall in love with her and marry her.","5,105",,7.1,
The Diary of a Teenage Girl,"
Comedy, Drama, Romance            ",102 min,(2015),"
    A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.","27,612",$1.48M,6.9,87        
Pride,"
Biography, Comedy, Drama            ",119 min,(I) (2014),"
    U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.","47,753",,7.8,79        
Playing for Keeps,"
Comedy, Romance, Sport            ",105 min,(2012),"
    A former sports star who's fallen on hard times starts coaching his son's soccer team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive soccer moms who pursue him at every turn.","27,682",$13.10M,5.7,27        
Anomalisa,"
Animation, Comedy, Drama            ",90 min,(2015),"
    A man crippled by the mundanity of his life experiences something out of the ordinary.","59,741",$3.76M,7.3,88        
Zoey 101,"
Comedy, Drama, Family            ",30 min,(2005–2008),"
    Zoey Brooks and her brother, Dustin, attend their first day at Pacific Coast Academy, a private boarding school that enrolls girls for the first time in its history.","12,547",,6.0,
Blast from the Past,"
Comedy, Drama, Romance            ",112 min,(1999),"
    A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.","56,487",$26.49M,6.6,48        
Garden State,"
Comedy, Drama, Romance            ",102 min,(2004),"
    A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.","202,482",$26.78M,7.4,67        
Bull Durham,"
Comedy, Romance, Sport            ",108 min,(1988),"
    A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.","44,579",$50.89M,7.1,73        
Blame It on Rio,"
Comedy, Romance            ",100 min,(1984),"
    Best friends and their daughters vacation in Rio de Janeiro only for one to fall for the other's daughter.","9,386",$18.64M,5.8,22        
Erkenci Kus,"
Comedy, Romance            ",120 min,(2018–2019),"
    Sanem, a young girl with aspirations of becoming a writer, is forced by her parents to choose between an arranged marriage and finding a proper job. Rushing into a new job at an advertising company, she soon falls for her boss, Jan.","3,107",,7.5,
Gigli,"
Comedy, Crime, Romance            ",121 min,(2003),"
    Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up the job.","44,934",$6.07M,2.5,18        
Lady and the Tramp,"
Animation, Adventure, Comedy            ",76 min,(1955),"
    The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.","112,419",$93.60M,7.3,78        
